moviedialog_id	moviedialog_desc	moviedialog_prof0_trans_id	moviedialog_prof1_trans_id	moviedialog_prof2_trans_id	moviedialog_endscript	moviedialog_stage0_movieid	moviedialog_stage0_subtitle	moviedialog_stage0_npc_tmpid	moviedialog_stage0_action_idx	moviedialog_stage1_movieid	moviedialog_stage1_subtitle	moviedialog_stage1_npc_tmpid	moviedialog_stage1_action_idx	moviedialog_stage2_movieid	moviedialog_stage2_subtitle	moviedialog_stage2_npc_tmpid	moviedialog_stage2_action_idx	moviedialog_stage3_movieid	moviedialog_stage3_subtitle	moviedialog_stage3_npc_tmpid	moviedialog_stage3_action_idx	moviedialog_stage4_movieid	moviedialog_stage4_subtitle	moviedialog_stage4_npc_tmpid	moviedialog_stage4_action_idx	moviedialog_stage5_movieid	moviedialog_stage5_subtitle	moviedialog_stage5_npc_tmpid	moviedialog_stage5_action_idx	moviedialog_stage6_movieid	moviedialog_stage6_subtitle	moviedialog_stage6_npc_tmpid	moviedialog_stage6_action_idx	moviedialog_stage7_movieid	moviedialog_stage7_subtitle	moviedialog_stage7_npc_tmpid	moviedialog_stage7_action_idx	moviedialog_stage8_movieid	moviedialog_stage8_subtitle	moviedialog_stage8_npc_tmpid	moviedialog_stage8_action_idx	moviedialog_stage9_movieid	moviedialog_stage9_subtitle	moviedialog_stage9_npc_tmpid	moviedialog_stage9_action_idx	moviedialog_stage10_movieid	moviedialog_stage10_subtitle	moviedialog_stage10_npc_tmpid	moviedialog_stage10_action_idx	moviedialog_stage11_movieid	moviedialog_stage11_subtitle	moviedialog_stage11_npc_tmpid	moviedialog_stage11_action_idx	moviedialog_stage12_movieid	moviedialog_stage12_subtitle	moviedialog_stage12_npc_tmpid	moviedialog_stage12_action_idx	moviedialog_stage13_movieid	moviedialog_stage13_subtitle	moviedialog_stage13_npc_tmpid	moviedialog_stage13_action_idx	moviedialog_stage14_movieid	moviedialog_stage14_subtitle	moviedialog_stage14_npc_tmpid	moviedialog_stage14_action_idx
134	废	0	0	0		0	直到什么？	0	-1	0	直到有一个流浪儿捡到这个魔灵碎片，还割伤了自己的手指把血滴到碎片上，唤醒了它…之后就开始与流浪儿的灵魂共生…	713	-1	0	…流浪儿…难道？！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
135	32级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(713):TalkAroundID(555,0)	0	女神曾把魔王的灵魂一分为二，将绝对邪恶的部分封入纹章以神的诅咒加以封印…	713	-1	0	而对具有人性的灵魂进行神力净化，可是女神神力已经大为减退，最后还是让那部分灵魂逃掉了，化为魔灵碎片陷入沉睡，直到…	713	80	0	直到什么？	0	80	0	直到有一个流浪儿捡到这个魔灵碎片，还不小心割伤了自己的手指把血滴到碎片上，唤醒了它…之后就开始与流浪儿的灵魂共生…	52	-1	0	而那个流浪儿，就是你！	713	80	0	不！这不可能！	0	-1	0	伊利斯通过预言找到了你，这些年一直在你身边，用他的力量压制魔灵碎片对你灵魂的侵蚀，还传授给你光明之力，只是魔灵碎片的力量越来越大…	52	-1	0	而且命运的齿轮一刻也没停止转动，他只能依照预言，让你开始冒险的旅程，希望你可以找到克制魔灵碎片的方法…	52	-1	0	你们都知道…你们早就知道…我…伊利斯导师也是…我需要冷静一下！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
136	32级 第4个对话 交	0	0	0		0	阿米尔？你怎么在这儿？	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
137	33级 第1个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(61):TalkAroundID(556,0)	0	<C=75>我来这里是因为，伊苏在这里，我来照顾他…	61	75	0	伊苏？我记得他是你爱的人…你以前说过他一心要消灭魔王，是么？	0	80	0	是的，他一直在完善魔王葬歌，希望有一天可以唱响葬歌，彻底消灭魔王！	61	80	0	原来是这样…也许他有什么办法…	0	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
138	33级 第2个对话 交	0	0	0		0	是你！<PL=N>	59	-1	0	你知道我是谁？	0	-1	0	黑暗与光明的结合体，你是矛盾的预言之子…	59	80	0	既然你都知道了，你有什么办法把魔灵碎片从我灵魂里分离吗？	0	80	0	命运的齿轮啊只能前进，从不曾回转…邪恶的本体，分裂的灵魂…	59	79	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
139	33级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(59):TalkAroundID(557,0)	0	这么说你也没办法了么…	0	80	0	抱歉…命运之神从不怜悯世人…如同吾爱…	59	104	0	怎么了，你也有烦心事么？也许我能帮到你…	0	80	0	葬歌唱响，魔王与我同葬…可我却不想让阿米尔沉浸在痛苦之中…	59	79	0	在时光沙漏的深处有一棵遗忘之树，树上有一颗遗忘之果，你能帮我摘回来么？	59	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
140	33级 第4个对话 交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
141	34级 第1个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(59):TalkAroundID(558,0)	0	我怎忍心看她伤心的眼泪…	59	104	0	<PL=N>，请你将这果实转交给她…	59	80	0	此后再见时，却也只是陌路…	59	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
142	34级 第2个对话 交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
143	34级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(61):TalkAroundID(568,0)	0	（哽咽）他竟然都不愿意亲口跟我说…	61	-1	0	阿米尔，你别难过了，他也是为了你好…	0	80	0	可是我不理解，奥拉大陆这么多人，为什么偏偏是他？而他，又为什么选择放弃我！	61	79	0	你太激动了，我陪你四处走走吧！	0	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
144	34级 第4个对话 交	0	0	0		0	原来当时神魔大战是这样的…女神为了封印魔王…	61	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
145	35级 第1个对话 接	0	0	0		0	我明白了，为什么伊苏不惜放弃自己的爱情还有生命，也要唱响魔王葬歌…	61	79	0	我不会吃下遗忘之果，即使最后的结局是心碎，我也愿意陪着他…	61	-1	0	比起女神当时承受的伤痛，这些痛苦又算得了什么呢？	61	80	293		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
146	35级 第2个对话 交	0	0	0		0	阿米尔，你得到了圣痕！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
147	35级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(61):TalkAroundID(559,0)	0	其实你担心的，是会像亚瑟王那样失去自我而成为魔王的一部分吗？	61	80	0	（颤抖）是…我见过现在的亚瑟王，他曾经那么伟大，可是现在却完全没有自己的意识…	0	-1	0	刚刚看到的神魔大战，魔王那么强大，还是会被女神打败…邪恶终究战胜不了正义！只要你坚持本心，是不会迷失的…	61	-1	0	坚持本心…我懂了，谢谢你，阿米尔！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
148	35级 第4个对话 交	0	0	0		0	欧若拉，阿尔芭，我想明白了！只要坚持本心，是不会被魔王同化的！	0	-1	0	刚刚我试过了，把力量耗尽之后，只要不放松自己的意识，就不会看到魔王眼中的场景！	0	80	0	也请你们相信，我的目标依然是救出格尼薇儿，消灭魔王！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
149	36级 第1个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(713):TalkAroundID(560,0)	0	刚刚伊苏来过，询问你的下落…	713	80	0	见鬼，那个吟游诗人一说话，我就想召唤雷龙！	713	-1	0	<C=53>这…	0	-1	0	你快去看看他有什么事吧！	713	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
150	36级 第2个对话 交	0	0	0		0	感谢你为阿米尔做的一切…	59	80	0	没什么，其实我什么也没做，反倒是阿米尔教会我很多，我很惭愧…	0	80	0	心中有爱便不会冷…	59	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
151	36级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(59):TalkAroundID(561,0)	0	接下来你打算怎么做？	59	-1	0	之前我听到魔王说来这里好像是要寻找什么，我打算去永恒戈壁找找线索…	0	-1	0	你听，大漠的风声都在赞颂你的功绩…	59	79	0	<C=40>…	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
152	36级 第4个对话 交	0	0	0		0	你回来了！	713	80	0	有什么发现吗？	713	-1	0	（摇头）没有，昨晚的沙暴抹去了魔王活动的一切痕迹…	0	-1	0	遗迹守门人费尔卡在这呆了几十年…	713	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
153	37级 第1个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(713):TalkAroundID(562,0)	0	在此之前我还想问问魔王封印的情况…经过上次的接触，我发现魔王的力量并没有恢复，而是需要吸取外力…	0	80	0	<C=48>伊利斯还真是什么都没告诉你…	52	-1	0	神魔大战之前，魔王的力量十分强大，因此女神在封印他的时候也分了几个步骤…	52	-1	0	先是将魔王的肉体彻底摧毁，然后灵魂一分为二，这个你已经知道了…	713	80	0	但是魔王的力量是邪恶本源，无法摧毁也不会消逝，因此，女神只好以自身梦境为锁将其封印，即为阿瓦隆梦境，之后沉入失落大陆且隐藏入口…	713	-1	0	只有具有女神血脉的人才能打开封印唤醒女神，但这也意味这释放魔王的力量…因此如果没有足够的准备，绝对不可以打开阿瓦隆梦境…	713	80	0	好了，魔王封印的情况就这些，我们还是赶紧去找费尔卡问问吧，时间紧迫！	52	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
154	37级 第2个对话 交	0	0	0		0	冒险者，最近可能还会有沙暴，我劝你不要在这个时候出城…	527	75	0	我来找你是有别的事情想打听一下…	0	80	0	<C=58>已经很久没人问我除天气以外的事情了…	527	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
155	37级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(527):TalkAroundID(563,0)	0	最近这里有什么可疑的人出没吗？	0	80	0	可疑的人…	527	-1	0	三天前倒是有一批人来过…	527	80	0	他们非常的残暴，杀掉动物的血染红了大片黄沙…	527	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
156	37级 第4个对话 交	0	0	0		0	欧若拉，阿尔芭受伤了！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
157	38级 第1个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(713):TalkAroundID(564,0)	0	伤的不重，但是她需要静养…	713	-1	0	阿尔芭，你先在这休息，我再去找费尔卡问问…	0	-1	0	我不能再替你挡了，你自己一定要小心！	52	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
158	38级 第2个对话 交	0	0	0		0	费尔卡，除了屠杀动物，他们还有什么动向么？	0	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
159	38级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(527):TalkAroundID(565,0)	0	什么？	0	-1	0	前天在无主之城好像发生过战斗…	527	80	0	无主之城是上古遗迹，这可是文化瑰宝，十二银翼中的骤雨骑士最喜欢在这里研究古迹…	527	-1	0	可这些人在里面打得昏天暗地，真让人担心啊…	527	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
160	38级 第4个对话 交	0	0	0		0	我找到了这个，你知道这是什么吗？	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
161	39级 第1个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(713):TalkAroundID(566,0)	0	这是银翼骑士的徽章，奥拉大陆只有12枚，每一枚都是专属一人…	713	-1	0	而你找到的那枚，是属于莱斯利的…	52	-1	0	骤雨骑士莱斯利？那他…难道？	0	-1	0	骑士的勋章就是骑士的荣耀，除非死，否则绝不会让勋章蒙尘…	52	-1	0	我以银翼骑士的名义，请求你带我一起去发现这枚勋章的山洞，找到莱斯利的尸体，葬之以骑士礼！	52	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
162	39级 第2个对话 交	0	0	0		0	魔王杀死莱斯利有什么目的？	0	80	0	很可能是因为预言碎片！	713	80	0	预言碎片？	0	-1	0	塞西亚神殿神之预言石拥有女神力量，女神沉睡、圣殿没落、预言石碎成12份，由12银翼骑士带走…	52	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
163	39级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(713):TalkAroundID(567,0)	0	我们一定要阻止魔王！	713	-1	0	我记得之前魔王说还要回到王城，我们现在必须赶快返回王城！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
164	39级 第4个对话 交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
165	废	0	0	0		0		0	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0	我们去看看！预言石预示王城将会发生不平常的事，而这和失落大陆有关！	52	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
166	废	0	0	0		0		0	-1	0		0	-1	0	可是这半个月以来，陆续有人失踪…	55	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
167	40级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(55):TalkAroundID(660,0)	0	公主陛下，很抱歉，我们还没找到亚瑟王…	0	80	0	这不是你们的错，只是父亲不在…我真不知道该怎么办才好…	55	-1	0	怎么了，公主陛下，有什么难题么？	0	80	0	不死族被你们赶走后，卡米兰德恢复了往日的平静和繁荣，可是这半个月以来，陆续有人失踪…他们都是出城后就失去了联系…	55	79	0	有什么线索吗？	0	-1	0	目前只知道有人失踪前曾去神迹飞瀑祷告…	55	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
168	40级 第4个对话 交	0	0	0		0	情况怎么样？	55	80	0	公主陛下，我出城之后并没有遇到什么不寻常的事情…	0	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
169	41级 第1个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(55):TalkAroundID(661,0)	0	现在王城人心惶惶，大家都不敢出城…可是王城的物资储备经过上次的黑死病已经消耗了不少…	55	80	0	时间长了…不，太可怕了！总之这件事情应该赶快解决！	55	-1	0	温德索尔骑士长一直在在追查王城居民失踪的事情…	55	-1	0	你可以去问问他相关的线索…	55	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
170	41级 第2个对话 交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
171	41级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(58):TalkAroundID(662,0)	0	你好，阁下！我这次来是想一起调查王城市民失踪的事情…	0	80	0	唉…我们查了很多天也一直没有进展，之前派出去调查的骑士，也没有回来，现在我们都不敢轻举妄动了…	58	-1	0	能告诉我他们在哪里失踪了吗？	0	-1	0	当时我们接到消息在破碎神殿有可疑人物出没，就立即派人前去调查了…	58	75	0	破碎神殿…	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
172	41级 第4个对话 交	0	0	0		0	我在破碎神殿发现了打斗的痕迹，明显是这两天留下来的！	0	-1	0	肯定有人捣鬼！	52	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
173	42级 第1个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(58):TalkAroundID(663,0)	0	刚刚米恩来过，他很着急，他的孙子不见了！	58	80	0	米恩？那是我的老朋友了，赶紧去看看！	52	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
174	42级 第2个对话 交	0	0	0		0	米恩，出什么事了？	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
175	42级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(715):TalkAroundID(664,0)	0	我带着我的两个孙子来卡米兰德找朋友，他们趁我不注意跑出城玩了，现在很久没回来，最近总有人失踪，我很担心！	715	104	0	你知道他们去哪了吗？	0	80	0	好像有人看到他们跑到原罪祷台的方向了！	715	80	0	我这就过去！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
176	42级 第4个对话 交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
177	43级 第1个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(715):TalkAroundID(665,0)	0	小孩还好吗？我一直很担心这么小的孩子被吸取了精神力…	0	80	0	…他们一直在昏睡…听说你和欧若拉法师很熟，能不能请你帮我求求她治疗一下我的孙子？	715	80	0	没问题，放心吧！	0	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
178	43级 第2个对话 交	0	0	0		0	你是来替米恩求我的吧？	60	-1	0	没错！欧若拉，我不明白，为什么你不能直截了当的帮他们？	0	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
179	43级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(60):TalkAroundID(666,0)	0	算了，怎么才能治好他们？	0	80	0	黎明树海边缘冰浆果能恢复他们失去的精神力~	60	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
180	43级 第4个对话 交	0	0	0		0	阿尔芭，欧若拉！我看到黑暗教会那个阿尔芭了！	0	-1	0	她来做什么？！	60	-1	0	想劝我加入黑暗教会…	0	-1	0	你能回来这里，肯定是没听她的鬼话咯~	60	75	0	那当然！可惜没抓住她…	0	80	0	她是看我不在才敢出来的吧！	52	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
181	44级 第1个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(60):TalkAroundID(667,0)	0	对了，这是你说的冰浆果么？	0	-1	0	没错，拿给骑士长吧，让他分给需要的人~	60	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
182	44级 第2个对话 交	0	0	0		0	冰浆果！这太珍贵了！这是恢复精神力最好的果实！	58	80	0	感谢你，勇士！你再次挽救了王城！	58	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
183	44级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(58):TalkAroundID(668,0)	0	不用了，阁下，这是我应该做的…	0	80	0	（低声）可是好像和失落大陆没什么联系…难道预言出错了？	0	-1	0	勇士，你能否再帮我一次？公主命我去记忆之境取欧若拉法师重新封印的诅咒纹章，可是那里有一只星兽，我无法接近…	58	-1	0	诅咒纹章？公主要这个做什么？我这就去看看！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
184	44级 第4个对话 交	0	0	0		0	诅咒纹章？	60	-1	0	我之前已经封印好了，还特意抓了一只星兽看守…	60	80	0	为什么不和我说一声就要取出来？	60	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
185	45级 第1个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(60):TalkAroundID(669,0)	0	公主悄悄取出纹章这件事一定有古怪！	60	80	0	你还是去当面问问公主吧…	60	-1	0	预言石所说不寻常的事，也许不是指之前的失踪…	60	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
186	45级 第2个对话 交	0	0	0		0	纹章怎么会在你这里？我明明是让骑士长去取的！	55	75	0	纹章是欧若拉法师亲自封印的，请问公主陛下，为什么又要取出来吗？	0	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
187	45级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(55):TalkAroundID(670,0)	0	公主陛下，您肯定知道这是女神诅咒的纹章吧？	0	80	0	我当然知道…可…	55	-1	0	啊！之前骑士长报告说冰瀑迷宫那里好像还有上次失踪事件的受害人被困，你能去帮帮他们吗？	55	75	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
188	45级 第4个对话 交	0	0	0		0	公主让我去瀑布救人，可是那里根本什么人都没有！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
189	46级 第1个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(60):TalkAroundID(671,0)	0	我有悄悄留意公主的动向…	60	80	0	她曾经出城，而且没带她的护卫，看上去很神秘…	60	-1	0	我这就去问问公主！	0	-1	0	我和你一起去！	52	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
190	46级 第2个对话 交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
191	46级 第3个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(55):TalkAroundID(672,0)	0	怎么了，公主陛下？	0	-1	0	你不是问我诅咒纹章的事情吗？	55	80	0	其实之前我是想把纹章带到战场遗迹销毁掉，可是被人抢走了…	55	-1	0	你能帮我拿回来吗？	55	75	0	纹章绝对不能让别人拿到，我得赶快夺回来！	0	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
192	46级 第4个对话 交	0	0	0		0	欧若拉！阿尔芭被抓走了！	0	-1	0	怎么？！	60	-1	0	是公主！她让我们去销毁纹章，没想到是个陷阱！	0	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
193	47级 第1个对话 接	0	0	0	NpcSet:FindNpcByTemplateID(60):TalkAroundID(673,0)	0	公主先是偷偷取出纹章，接着支开我，最后又设计让阿尔芭被抓走…	0	80	0	这到底是为什么？难道她也加入了黑暗教会？	0	-1	0	不管怎样，我都要找她问清楚！	0	-1	0	这应该不可能…她毕竟是奥拉帝国的公主，她有王族的使命…	60	80	0	不管怎样，我都要找她问清楚！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
